"@LoksattaLive अय,
भिकारचोट तथाकथित फुरोगामी लिब्रांडू दलाल पेडमीडीया फेकसत्ता आणि चायबिस्कुटावर जगणारी पत्तरकार औला… https://t.co/nN5vqnJmfQ"
RT @raam_bhatte: दिसत नाही ....इकडे भिकारचोट प्रशासन कर्मचाऱ्यांवर संप सुरू ठेवला तर कार्यवाही ची धमकी देत आहे ....आपण आहेत तरी कुठे ?? की…
"RT @raam_bhatte: #एसटी कामगारांनी आपल्या हक्कासाठी, आपल्या पाल्याच्या पुढील भविष्यासाठी संप पुकारला ...एकीकडे सरकारने दलिंदर संघटनेला हाता…"
दिसत नाही ....इकडे भिकारचोट प्रशासन कर्मचाऱ्यांवर संप सुरू ठेवला तर कार्यवाही ची धमकी देत आहे ....आपण आहेत तरी कुठे… https://t.co/QSge230eZ5
@BhatkhalkarA येडझव गेलं कां आमचा पैसा उठवायला परदेशात भिकारचोट
"RT @raam_bhatte: #एसटी कामगारांनी आपल्या हक्कासाठी, आपल्या पाल्याच्या पुढील भविष्यासाठी संप पुकारला ...एकीकडे सरकारने दलिंदर संघटनेला हाता…"
"#एसटी कामगारांनी आपल्या हक्कासाठी, आपल्या पाल्याच्या पुढील भविष्यासाठी संप पुकारला ...एकीकडे सरकारने दलिंदर संघटने… https://t.co/2LI21nxgWz"
महा भिकारचोट कारभार. परीक्षा रद्द करून mpsc मार्फत घेण्यात यावी. कुठल्याच मंत्र्यावर विश्वास नाही. #onlyMPSC… https://t.co/97yHO39bxA
@dharmeshvarthe @vishwasnp @CMOMaharashtra @AUThackeray @abpmajhatv @TV9Marathi @MumbaiPolice @VBAforIndia भिकारचोट हारामखोर साले
"अरे कुत्र्या भिकरचोट माणसा तुझी अवकात जेवढी आहे  ना तेवढ्यात रहा ...
पुन्हा असा भिकारचोट पणा केलास तर याद राख 
@AcharyaBhosale"
"पाकिस्थान मॅच जिंकली पण हे हि समजलं की भारतात सुद्धा पाकिस्थानी लोक आहेत
#आतंकवादी 
आपल्या गावा बाहेर जायला पैसे ना… https://t.co/VFiuFwXwNP"
"@abpmajhatv दचसर्याला काय नाव ठेवता पदोपदी मिडिया किती भिकारचोट,आगलावे काम करतं याचे ताजे उदाहरण 
यांचावर पुस्तक लि… https://t.co/ZAJwBEL5rn"
@SHIVRAMVAIDYA @meNeeleshNRane @lakhakwar अरे या जित्याला काही झाट संस्कार नाहीत। राष्ट्रवादी वाल्यांना फक्त अरबट-च… https://t.co/PsbJwXiFF6
@zee24taasnews काय भिकारचोट गोष्टी करतोस रे
"@ShubhamJatalNcp अशा भिकारचोट आचर्यांची गाढवावरून धिंड काढली पाहिजे
युवा राष्ट्रवादीने पुढाकार घ्यावा"
@AcharyaBhosale भिकारचोट कसला आचार्य रे तू
"RT @Milind_Date2021: ड्रग्स प्रकरण, समीर वानखेडे आणि भिकारचोट @nawabmalikncp ह्याबद्दल तुमचं मौनव्रत बरंच काही सांगून गेलं @PawarSpeaks सा…"
@lokmat किती भिकारचोट आहे हा? गोव्यात विरोध आणि महाराष्ट्रात समर्थन? वसुली आणि हप्तेगिरी महाराष्ट्रात चालते तिकडं… https://t.co/i7ibu1upTw
@TV9Marathi @nawabmalikncp याचा अर्थ भारतीय संविधान तुमच्या सारख्या पाखंडी दलालांना आणि जावायासाठी फडफडणार्या दलाल… https://t.co/XoPKyVbHaZ
RT @d_vins96: कांद्याचे आणि भाजीपाल्याचे भाव जरासे काय वाढले की मीडिया च्या गांडीला आग लागते! आणि मग ते एवढं महागलेलं पेट्रोल डिझेल गांडित…
RT @d_vins96: कांद्याचे आणि भाजीपाल्याचे भाव जरासे काय वाढले की मीडिया च्या गांडीला आग लागते! आणि मग ते एवढं महागलेलं पेट्रोल डिझेल गांडित…
@ShubhiS95462471 @pujaa42 भिकारचोट साला
