data/text
@USER @USER चायला मी बिडी च्या ऐवजी भिडे वाचला राव
@USER चायला मी बिडी च्या ऐवजी भिडे वाचला राव
@USER कोण आहे  चायला काय धंदे राव लोकांचे
@USER चायला आता घोडा लागणार रे काहींच्या शुभेच्छाच शाप असतात उद्या सकाळी शिवी हवी म्हणजे शापाची तीव्रता कमी होईल
@USER @USER चायला बातमी देणाऱ्याने पण असा लिहिले आहे जसा काय महाराष्ट्रात एक हाती सत्ता आहे साहेबांची…
@USER चायला  हा मराठीत कधी पासून ट्विट करायला लागला ? @USER ने दणका दिला की काय? 
चायला  हा मराठीत कधी पासून ट्विट करायला लागला ? @USER ने दणका दिला की काय? 
